variant,role,mean_delta_spill,mean_volume_change,mean_spill
Bo_before_Hue_counterfactual,receiver,0.0018710266193106427,9.12850042469573e-16,0.17367282646106552
Bo_before_Hue_counterfactual,urban,0.06545878388206046,25.886576512592658,0.12008726834269139
residual_at_Hue_uncertainty,receiver,0.002342538259508614,5.551115123125783e-16,0.1741443381012635
residual_at_Hue_uncertainty,urban,0.05924062465966133,25.028405877199447,0.11386910912029224
