scenario_id,duration,shape,spread,weights,activation,delay,memory,rep
558,8,block,24,random,all,heterogeneous,2.0,2
559,8,block,24,random,all,heterogeneous,2.0,3
560,8,block,24,random,subset,unit,0.0,0
561,8,block,24,random,subset,unit,0.0,1
562,8,block,24,random,subset,unit,0.0,2
563,8,block,24,random,subset,unit,0.0,3
564,8,block,24,random,subset,unit,2.0,0
565,8,block,24,random,subset,unit,2.0,1
566,8,block,24,random,subset,unit,2.0,2
567,8,block,24,random,subset,unit,2.0,3
568,8,block,24,random,subset,heterogeneous,0.0,0
569,8,block,24,random,subset,heterogeneous,0.0,1
570,8,block,24,random,subset,heterogeneous,0.0,2
571,8,block,24,random,subset,heterogeneous,0.0,3
572,8,block,24,random,subset,heterogeneous,2.0,0
573,8,block,24,random,subset,heterogeneous,2.0,1
574,8,block,24,random,subset,heterogeneous,2.0,2
575,8,block,24,random,subset,heterogeneous,2.0,3
576,8,triangle,0,equal,all,unit,0.0,0
577,8,triangle,0,equal,all,unit,0.0,1
578,8,triangle,0,equal,all,unit,0.0,2
579,8,triangle,0,equal,all,unit,0.0,3
580,8,triangle,0,equal,all,unit,2.0,0
581,8,triangle,0,equal,all,unit,2.0,1
582,8,triangle,0,equal,all,unit,2.0,2
583,8,triangle,0,equal,all,unit,2.0,3
584,8,triangle,0,equal,all,heterogeneous,0.0,0
585,8,triangle,0,equal,all,heterogeneous,0.0,1
586,8,triangle,0,equal,all,heterogeneous,0.0,2
587,8,triangle,0,equal,all,heterogeneous,0.0,3
588,8,triangle,0,equal,all,heterogeneous,2.0,0
589,8,triangle,0,equal,all,heterogeneous,2.0,1
590,8,triangle,0,equal,all,heterogeneous,2.0,2
591,8,triangle,0,equal,all,heterogeneous,2.0,3
592,8,triangle,0,equal,subset,unit,0.0,0
593,8,triangle,0,equal,subset,unit,0.0,1
594,8,triangle,0,equal,subset,unit,0.0,2
595,8,triangle,0,equal,subset,unit,0.0,3
596,8,triangle,0,equal,subset,unit,2.0,0
597,8,triangle,0,equal,subset,unit,2.0,1
598,8,triangle,0,equal,subset,unit,2.0,2
599,8,triangle,0,equal,subset,unit,2.0,3
600,8,triangle,0,equal,subset,heterogeneous,0.0,0
601,8,triangle,0,equal,subset,heterogeneous,0.0,1
602,8,triangle,0,equal,subset,heterogeneous,0.0,2
603,8,triangle,0,equal,subset,heterogeneous,0.0,3
604,8,triangle,0,equal,subset,heterogeneous,2.0,0
605,8,triangle,0,equal,subset,heterogeneous,2.0,1
606,8,triangle,0,equal,subset,heterogeneous,2.0,2
607,8,triangle,0,equal,subset,heterogeneous,2.0,3
608,8,triangle,0,random,all,unit,0.0,0
609,8,triangle,0,random,all,unit,0.0,1
610,8,triangle,0,random,all,unit,0.0,2
611,8,triangle,0,random,all,unit,0.0,3
612,8,triangle,0,random,all,unit,2.0,0
613,8,triangle,0,random,all,unit,2.0,1
614,8,triangle,0,random,all,unit,2.0,2
615,8,triangle,0,random,all,unit,2.0,3
616,8,triangle,0,random,all,heterogeneous,0.0,0
617,8,triangle,0,random,all,heterogeneous,0.0,1
618,8,triangle,0,random,all,heterogeneous,0.0,2
619,8,triangle,0,random,all,heterogeneous,0.0,3
620,8,triangle,0,random,all,heterogeneous,2.0,0
621,8,triangle,0,random,all,heterogeneous,2.0,1
622,8,triangle,0,random,all,heterogeneous,2.0,2
623,8,triangle,0,random,all,heterogeneous,2.0,3
624,8,triangle,0,random,subset,unit,0.0,0
625,8,triangle,0,random,subset,unit,0.0,1
626,8,triangle,0,random,subset,unit,0.0,2
627,8,triangle,0,random,subset,unit,0.0,3
628,8,triangle,0,random,subset,unit,2.0,0
629,8,triangle,0,random,subset,unit,2.0,1
630,8,triangle,0,random,subset,unit,2.0,2
631,8,triangle,0,random,subset,unit,2.0,3
632,8,triangle,0,random,subset,heterogeneous,0.0,0
633,8,triangle,0,random,subset,heterogeneous,0.0,1
634,8,triangle,0,random,subset,heterogeneous,0.0,2
635,8,triangle,0,random,subset,heterogeneous,0.0,3
636,8,triangle,0,random,subset,heterogeneous,2.0,0
637,8,triangle,0,random,subset,heterogeneous,2.0,1
638,8,triangle,0,random,subset,heterogeneous,2.0,2
639,8,triangle,0,random,subset,heterogeneous,2.0,3
640,8,triangle,8,equal,all,unit,0.0,0
641,8,triangle,8,equal,all,unit,0.0,1
642,8,triangle,8,equal,all,unit,0.0,2
643,8,triangle,8,equal,all,unit,0.0,3
644,8,triangle,8,equal,all,unit,2.0,0
645,8,triangle,8,equal,all,unit,2.0,1
646,8,triangle,8,equal,all,unit,2.0,2
647,8,triangle,8,equal,all,unit,2.0,3
648,8,triangle,8,equal,all,heterogeneous,0.0,0
649,8,triangle,8,equal,all,heterogeneous,0.0,1
650,8,triangle,8,equal,all,heterogeneous,0.0,2
651,8,triangle,8,equal,all,heterogeneous,0.0,3
652,8,triangle,8,equal,all,heterogeneous,2.0,0
653,8,triangle,8,equal,all,heterogeneous,2.0,1
654,8,triangle,8,equal,all,heterogeneous,2.0,2
655,8,triangle,8,equal,all,heterogeneous,2.0,3
656,8,triangle,8,equal,subset,unit,0.0,0
657,8,triangle,8,equal,subset,unit,0.0,1
658,8,triangle,8,equal,subset,unit,0.0,2
659,8,triangle,8,equal,subset,unit,0.0,3
660,8,triangle,8,equal,subset,unit,2.0,0
661,8,triangle,8,equal,subset,unit,2.0,1
662,8,triangle,8,equal,subset,unit,2.0,2
663,8,triangle,8,equal,subset,unit,2.0,3
664,8,triangle,8,equal,subset,heterogeneous,0.0,0
665,8,triangle,8,equal,subset,heterogeneous,0.0,1
666,8,triangle,8,equal,subset,heterogeneous,0.0,2
667,8,triangle,8,equal,subset,heterogeneous,0.0,3
668,8,triangle,8,equal,subset,heterogeneous,2.0,0
669,8,triangle,8,equal,subset,heterogeneous,2.0,1
670,8,triangle,8,equal,subset,heterogeneous,2.0,2
671,8,triangle,8,equal,subset,heterogeneous,2.0,3
672,8,triangle,8,random,all,unit,0.0,0
673,8,triangle,8,random,all,unit,0.0,1
674,8,triangle,8,random,all,unit,0.0,2
675,8,triangle,8,random,all,unit,0.0,3
676,8,triangle,8,random,all,unit,2.0,0
677,8,triangle,8,random,all,unit,2.0,1
678,8,triangle,8,random,all,unit,2.0,2
679,8,triangle,8,random,all,unit,2.0,3
680,8,triangle,8,random,all,heterogeneous,0.0,0
681,8,triangle,8,random,all,heterogeneous,0.0,1
682,8,triangle,8,random,all,heterogeneous,0.0,2
683,8,triangle,8,random,all,heterogeneous,0.0,3
684,8,triangle,8,random,all,heterogeneous,2.0,0
685,8,triangle,8,random,all,heterogeneous,2.0,1
686,8,triangle,8,random,all,heterogeneous,2.0,2
687,8,triangle,8,random,all,heterogeneous,2.0,3
688,8,triangle,8,random,subset,unit,0.0,0
689,8,triangle,8,random,subset,unit,0.0,1
690,8,triangle,8,random,subset,unit,0.0,2
691,8,triangle,8,random,subset,unit,0.0,3
692,8,triangle,8,random,subset,unit,2.0,0
693,8,triangle,8,random,subset,unit,2.0,1
694,8,triangle,8,random,subset,unit,2.0,2
695,8,triangle,8,random,subset,unit,2.0,3
696,8,triangle,8,random,subset,heterogeneous,0.0,0
697,8,triangle,8,random,subset,heterogeneous,0.0,1
698,8,triangle,8,random,subset,heterogeneous,0.0,2
699,8,triangle,8,random,subset,heterogeneous,0.0,3
700,8,triangle,8,random,subset,heterogeneous,2.0,0
701,8,triangle,8,random,subset,heterogeneous,2.0,1
702,8,triangle,8,random,subset,heterogeneous,2.0,2
703,8,triangle,8,random,subset,heterogeneous,2.0,3
704,8,triangle,24,equal,all,unit,0.0,0
705,8,triangle,24,equal,all,unit,0.0,1
706,8,triangle,24,equal,all,unit,0.0,2
707,8,triangle,24,equal,all,unit,0.0,3
708,8,triangle,24,equal,all,unit,2.0,0
709,8,triangle,24,equal,all,unit,2.0,1
710,8,triangle,24,equal,all,unit,2.0,2
711,8,triangle,24,equal,all,unit,2.0,3
712,8,triangle,24,equal,all,heterogeneous,0.0,0
713,8,triangle,24,equal,all,heterogeneous,0.0,1
714,8,triangle,24,equal,all,heterogeneous,0.0,2
715,8,triangle,24,equal,all,heterogeneous,0.0,3
716,8,triangle,24,equal,all,heterogeneous,2.0,0
717,8,triangle,24,equal,all,heterogeneous,2.0,1
718,8,triangle,24,equal,all,heterogeneous,2.0,2
719,8,triangle,24,equal,all,heterogeneous,2.0,3
720,8,triangle,24,equal,subset,unit,0.0,0
721,8,triangle,24,equal,subset,unit,0.0,1
722,8,triangle,24,equal,subset,unit,0.0,2
723,8,triangle,24,equal,subset,unit,0.0,3
724,8,triangle,24,equal,subset,unit,2.0,0
725,8,triangle,24,equal,subset,unit,2.0,1
726,8,triangle,24,equal,subset,unit,2.0,2
727,8,triangle,24,equal,subset,unit,2.0,3
728,8,triangle,24,equal,subset,heterogeneous,0.0,0
729,8,triangle,24,equal,subset,heterogeneous,0.0,1
730,8,triangle,24,equal,subset,heterogeneous,0.0,2
731,8,triangle,24,equal,subset,heterogeneous,0.0,3
732,8,triangle,24,equal,subset,heterogeneous,2.0,0
733,8,triangle,24,equal,subset,heterogeneous,2.0,1
734,8,triangle,24,equal,subset,heterogeneous,2.0,2
735,8,triangle,24,equal,subset,heterogeneous,2.0,3
736,8,triangle,24,random,all,unit,0.0,0
737,8,triangle,24,random,all,unit,0.0,1
738,8,triangle,24,random,all,unit,0.0,2
739,8,triangle,24,random,all,unit,0.0,3
740,8,triangle,24,random,all,unit,2.0,0
741,8,triangle,24,random,all,unit,2.0,1
742,8,triangle,24,random,all,unit,2.0,2
743,8,triangle,24,random,all,unit,2.0,3
744,8,triangle,24,random,all,heterogeneous,0.0,0
745,8,triangle,24,random,all,heterogeneous,0.0,1
746,8,triangle,24,random,all,heterogeneous,0.0,2
747,8,triangle,24,random,all,heterogeneous,0.0,3
748,8,triangle,24,random,all,heterogeneous,2.0,0
749,8,triangle,24,random,all,heterogeneous,2.0,1
750,8,triangle,24,random,all,heterogeneous,2.0,2
751,8,triangle,24,random,all,heterogeneous,2.0,3
752,8,triangle,24,random,subset,unit,0.0,0
753,8,triangle,24,random,subset,unit,0.0,1
754,8,triangle,24,random,subset,unit,0.0,2
755,8,triangle,24,random,subset,unit,0.0,3
756,8,triangle,24,random,subset,unit,2.0,0
757,8,triangle,24,random,subset,unit,2.0,1
758,8,triangle,24,random,subset,unit,2.0,2
759,8,triangle,24,random,subset,unit,2.0,3
760,8,triangle,24,random,subset,heterogeneous,0.0,0
761,8,triangle,24,random,subset,heterogeneous,0.0,1
762,8,triangle,24,random,subset,heterogeneous,0.0,2
763,8,triangle,24,random,subset,heterogeneous,0.0,3
764,8,triangle,24,random,subset,heterogeneous,2.0,0
765,8,triangle,24,random,subset,heterogeneous,2.0,1
766,8,triangle,24,random,subset,heterogeneous,2.0,2
767,8,triangle,24,random,subset,heterogeneous,2.0,3
768,24,block,0,equal,all,unit,0.0,0
769,24,block,0,equal,all,unit,0.0,1
770,24,block,0,equal,all,unit,0.0,2
771,24,block,0,equal,all,unit,0.0,3
772,24,block,0,equal,all,unit,2.0,0
773,24,block,0,equal,all,unit,2.0,1
774,24,block,0,equal,all,unit,2.0,2
775,24,block,0,equal,all,unit,2.0,3
776,24,block,0,equal,all,heterogeneous,0.0,0
777,24,block,0,equal,all,heterogeneous,0.0,1
778,24,block,0,equal,all,heterogeneous,0.0,2
779,24,block,0,equal,all,heterogeneous,0.0,3
780,24,block,0,equal,all,heterogeneous,2.0,0
781,24,block,0,equal,all,heterogeneous,2.0,1
782,24,block,0,equal,all,heterogeneous,2.0,2
783,24,block,0,equal,all,heterogeneous,2.0,3
784,24,block,0,equal,subset,unit,0.0,0
785,24,block,0,equal,subset,unit,0.0,1
786,24,block,0,equal,subset,unit,0.0,2
787,24,block,0,equal,subset,unit,0.0,3
788,24,block,0,equal,subset,unit,2.0,0
789,24,block,0,equal,subset,unit,2.0,1
790,24,block,0,equal,subset,unit,2.0,2
791,24,block,0,equal,subset,unit,2.0,3
792,24,block,0,equal,subset,heterogeneous,0.0,0
793,24,block,0,equal,subset,heterogeneous,0.0,1
794,24,block,0,equal,subset,heterogeneous,0.0,2
795,24,block,0,equal,subset,heterogeneous,0.0,3
796,24,block,0,equal,subset,heterogeneous,2.0,0
797,24,block,0,equal,subset,heterogeneous,2.0,1
798,24,block,0,equal,subset,heterogeneous,2.0,2
799,24,block,0,equal,subset,heterogeneous,2.0,3
800,24,block,0,random,all,unit,0.0,0
801,24,block,0,random,all,unit,0.0,1
802,24,block,0,random,all,unit,0.0,2
803,24,block,0,random,all,unit,0.0,3
804,24,block,0,random,all,unit,2.0,0
805,24,block,0,random,all,unit,2.0,1
806,24,block,0,random,all,unit,2.0,2
807,24,block,0,random,all,unit,2.0,3
808,24,block,0,random,all,heterogeneous,0.0,0
809,24,block,0,random,all,heterogeneous,0.0,1
810,24,block,0,random,all,heterogeneous,0.0,2
811,24,block,0,random,all,heterogeneous,0.0,3
812,24,block,0,random,all,heterogeneous,2.0,0
813,24,block,0,random,all,heterogeneous,2.0,1
814,24,block,0,random,all,heterogeneous,2.0,2
815,24,block,0,random,all,heterogeneous,2.0,3
816,24,block,0,random,subset,unit,0.0,0
817,24,block,0,random,subset,unit,0.0,1
818,24,block,0,random,subset,unit,0.0,2
819,24,block,0,random,subset,unit,0.0,3
820,24,block,0,random,subset,unit,2.0,0
821,24,block,0,random,subset,unit,2.0,1
822,24,block,0,random,subset,unit,2.0,2
823,24,block,0,random,subset,unit,2.0,3
824,24,block,0,random,subset,heterogeneous,0.0,0
825,24,block,0,random,subset,heterogeneous,0.0,1
826,24,block,0,random,subset,heterogeneous,0.0,2
827,24,block,0,random,subset,heterogeneous,0.0,3
828,24,block,0,random,subset,heterogeneous,2.0,0
829,24,block,0,random,subset,heterogeneous,2.0,1
830,24,block,0,random,subset,heterogeneous,2.0,2
831,24,block,0,random,subset,heterogeneous,2.0,3
832,24,block,8,equal,all,unit,0.0,0
833,24,block,8,equal,all,unit,0.0,1
834,24,block,8,equal,all,unit,0.0,2
835,24,block,8,equal,all,unit,0.0,3
836,24,block,8,equal,all,unit,2.0,0
837,24,block,8,equal,all,unit,2.0,1
838,24,block,8,equal,all,unit,2.0,2
839,24,block,8,equal,all,unit,2.0,3
840,24,block,8,equal,all,heterogeneous,0.0,0
841,24,block,8,equal,all,heterogeneous,0.0,1
842,24,block,8,equal,all,heterogeneous,0.0,2
843,24,block,8,equal,all,heterogeneous,0.0,3
844,24,block,8,equal,all,heterogeneous,2.0,0
845,24,block,8,equal,all,heterogeneous,2.0,1
846,24,block,8,equal,all,heterogeneous,2.0,2
847,24,block,8,equal,all,heterogeneous,2.0,3
848,24,block,8,equal,subset,unit,0.0,0
849,24,block,8,equal,subset,unit,0.0,1
850,24,block,8,equal,subset,unit,0.0,2
851,24,block,8,equal,subset,unit,0.0,3
852,24,block,8,equal,subset,unit,2.0,0
853,24,block,8,equal,subset,unit,2.0,1
854,24,block,8,equal,subset,unit,2.0,2
855,24,block,8,equal,subset,unit,2.0,3
856,24,block,8,equal,subset,heterogeneous,0.0,0
857,24,block,8,equal,subset,heterogeneous,0.0,1
858,24,block,8,equal,subset,heterogeneous,0.0,2
859,24,block,8,equal,subset,heterogeneous,0.0,3
860,24,block,8,equal,subset,heterogeneous,2.0,0
861,24,block,8,equal,subset,heterogeneous,2.0,1
862,24,block,8,equal,subset,heterogeneous,2.0,2
863,24,block,8,equal,subset,heterogeneous,2.0,3
864,24,block,8,random,all,unit,0.0,0
865,24,block,8,random,all,unit,0.0,1
866,24,block,8,random,all,unit,0.0,2
867,24,block,8,random,all,unit,0.0,3
868,24,block,8,random,all,unit,2.0,0
869,24,block,8,random,all,unit,2.0,1
870,24,block,8,random,all,unit,2.0,2
871,24,block,8,random,all,unit,2.0,3
872,24,block,8,random,all,heterogeneous,0.0,0
873,24,block,8,random,all,heterogeneous,0.0,1
874,24,block,8,random,all,heterogeneous,0.0,2
875,24,block,8,random,all,heterogeneous,0.0,3
876,24,block,8,random,all,heterogeneous,2.0,0
877,24,block,8,random,all,heterogeneous,2.0,1
878,24,block,8,random,all,heterogeneous,2.0,2
879,24,block,8,random,all,heterogeneous,2.0,3
880,24,block,8,random,subset,unit,0.0,0
881,24,block,8,random,subset,unit,0.0,1
882,24,block,8,random,subset,unit,0.0,2
883,24,block,8,random,subset,unit,0.0,3
884,24,block,8,random,subset,unit,2.0,0
885,24,block,8,random,subset,unit,2.0,1
886,24,block,8,random,subset,unit,2.0,2
887,24,block,8,random,subset,unit,2.0,3
888,24,block,8,random,subset,heterogeneous,0.0,0
889,24,block,8,random,subset,heterogeneous,0.0,1
890,24,block,8,random,subset,heterogeneous,0.0,2
891,24,block,8,random,subset,heterogeneous,0.0,3
892,24,block,8,random,subset,heterogeneous,2.0,0
893,24,block,8,random,subset,heterogeneous,2.0,1
894,24,block,8,random,subset,heterogeneous,2.0,2
895,24,block,8,random,subset,heterogeneous,2.0,3
896,24,block,24,equal,all,unit,0.0,0
897,24,block,24,equal,all,unit,0.0,1
898,24,block,24,equal,all,unit,0.0,2
899,24,block,24,equal,all,unit,0.0,3
900,24,block,24,equal,all,unit,2.0,0
901,24,block,24,equal,all,unit,2.0,1
902,24,block,24,equal,all,unit,2.0,2
903,24,block,24,equal,all,unit,2.0,3
904,24,block,24,equal,all,heterogeneous,0.0,0
905,24,block,24,equal,all,heterogeneous,0.0,1
906,24,block,24,equal,all,heterogeneous,0.0,2
907,24,block,24,equal,all,heterogeneous,0.0,3
908,24,block,24,equal,all,heterogeneous,2.0,0
909,24,block,24,equal,all,heterogeneous,2.0,1
910,24,block,24,equal,all,heterogeneous,2.0,2
911,24,block,24,equal,all,heterogeneous,2.0,3
912,24,block,24,equal,subset,unit,0.0,0
913,24,block,24,equal,subset,unit,0.0,1
914,24,block,24,equal,subset,unit,0.0,2
915,24,block,24,equal,subset,unit,0.0,3
916,24,block,24,equal,subset,unit,2.0,0
917,24,block,24,equal,subset,unit,2.0,1
918,24,block,24,equal,subset,unit,2.0,2
919,24,block,24,equal,subset,unit,2.0,3
920,24,block,24,equal,subset,heterogeneous,0.0,0
921,24,block,24,equal,subset,heterogeneous,0.0,1
922,24,block,24,equal,subset,heterogeneous,0.0,2
923,24,block,24,equal,subset,heterogeneous,0.0,3
924,24,block,24,equal,subset,heterogeneous,2.0,0
925,24,block,24,equal,subset,heterogeneous,2.0,1
926,24,block,24,equal,subset,heterogeneous,2.0,2
927,24,block,24,equal,subset,heterogeneous,2.0,3
928,24,block,24,random,all,unit,0.0,0
929,24,block,24,random,all,unit,0.0,1
930,24,block,24,random,all,unit,0.0,2
931,24,block,24,random,all,unit,0.0,3
932,24,block,24,random,all,unit,2.0,0
933,24,block,24,random,all,unit,2.0,1
934,24,block,24,random,all,unit,2.0,2
935,24,block,24,random,all,unit,2.0,3
936,24,block,24,random,all,heterogeneous,0.0,0
937,24,block,24,random,all,heterogeneous,0.0,1
938,24,block,24,random,all,heterogeneous,0.0,2
939,24,block,24,random,all,heterogeneous,0.0,3
940,24,block,24,random,all,heterogeneous,2.0,0
941,24,block,24,random,all,heterogeneous,2.0,1
942,24,block,24,random,all,heterogeneous,2.0,2
943,24,block,24,random,all,heterogeneous,2.0,3
944,24,block,24,random,subset,unit,0.0,0
945,24,block,24,random,subset,unit,0.0,1
946,24,block,24,random,subset,unit,0.0,2
947,24,block,24,random,subset,unit,0.0,3
948,24,block,24,random,subset,unit,2.0,0
949,24,block,24,random,subset,unit,2.0,1
950,24,block,24,random,subset,unit,2.0,2
951,24,block,24,random,subset,unit,2.0,3
952,24,block,24,random,subset,heterogeneous,0.0,0
953,24,block,24,random,subset,heterogeneous,0.0,1
954,24,block,24,random,subset,heterogeneous,0.0,2
955,24,block,24,random,subset,heterogeneous,0.0,3
956,24,block,24,random,subset,heterogeneous,2.0,0
957,24,block,24,random,subset,heterogeneous,2.0,1
958,24,block,24,random,subset,heterogeneous,2.0,2
959,24,block,24,random,subset,heterogeneous,2.0,3
960,24,triangle,0,equal,all,unit,0.0,0
961,24,triangle,0,equal,all,unit,0.0,1
962,24,triangle,0,equal,all,unit,0.0,2
963,24,triangle,0,equal,all,unit,0.0,3
964,24,triangle,0,equal,all,unit,2.0,0
965,24,triangle,0,equal,all,unit,2.0,1
966,24,triangle,0,equal,all,unit,2.0,2
967,24,triangle,0,equal,all,unit,2.0,3
968,24,triangle,0,equal,all,heterogeneous,0.0,0
969,24,triangle,0,equal,all,heterogeneous,0.0,1
970,24,triangle,0,equal,all,heterogeneous,0.0,2
971,24,triangle,0,equal,all,heterogeneous,0.0,3
972,24,triangle,0,equal,all,heterogeneous,2.0,0
973,24,triangle,0,equal,all,heterogeneous,2.0,1
974,24,triangle,0,equal,all,heterogeneous,2.0,2
975,24,triangle,0,equal,all,heterogeneous,2.0,3
976,24,triangle,0,equal,subset,unit,0.0,0
977,24,triangle,0,equal,subset,unit,0.0,1
978,24,triangle,0,equal,subset,unit,0.0,2
979,24,triangle,0,equal,subset,unit,0.0,3
980,24,triangle,0,equal,subset,unit,2.0,0
981,24,triangle,0,equal,subset,unit,2.0,1
982,24,triangle,0,equal,subset,unit,2.0,2
983,24,triangle,0,equal,subset,unit,2.0,3
984,24,triangle,0,equal,subset,heterogeneous,0.0,0
985,24,triangle,0,equal,subset,heterogeneous,0.0,1
986,24,triangle,0,equal,subset,heterogeneous,0.0,2
987,24,triangle,0,equal,subset,heterogeneous,0.0,3
988,24,triangle,0,equal,subset,heterogeneous,2.0,0
989,24,triangle,0,equal,subset,heterogeneous,2.0,1
990,24,triangle,0,equal,subset,heterogeneous,2.0,2
991,24,triangle,0,equal,subset,heterogeneous,2.0,3
992,24,triangle,0,random,all,unit,0.0,0
993,24,triangle,0,random,all,unit,0.0,1
994,24,triangle,0,random,all,unit,0.0,2
995,24,triangle,0,random,all,unit,0.0,3
996,24,triangle,0,random,all,unit,2.0,0
997,24,triangle,0,random,all,unit,2.0,1
998,24,triangle,0,random,all,unit,2.0,2
999,24,triangle,0,random,all,unit,2.0,3
1000,24,triangle,0,random,all,heterogeneous,0.0,0
1001,24,triangle,0,random,all,heterogeneous,0.0,1
1002,24,triangle,0,random,all,heterogeneous,0.0,2
1003,24,triangle,0,random,all,heterogeneous,0.0,3
1004,24,triangle,0,random,all,heterogeneous,2.0,0
1005,24,triangle,0,random,all,heterogeneous,2.0,1
1006,24,triangle,0,random,all,heterogeneous,2.0,2
1007,24,triangle,0,random,all,heterogeneous,2.0,3
1008,24,triangle,0,random,subset,unit,0.0,0
1009,24,triangle,0,random,subset,unit,0.0,1
1010,24,triangle,0,random,subset,unit,0.0,2
1011,24,triangle,0,random,subset,unit,0.0,3
1012,24,triangle,0,random,subset,unit,2.0,0
1013,24,triangle,0,random,subset,unit,2.0,1
1014,24,triangle,0,random,subset,unit,2.0,2
1015,24,triangle,0,random,subset,unit,2.0,3
1016,24,triangle,0,random,subset,heterogeneous,0.0,0
1017,24,triangle,0,random,subset,heterogeneous,0.0,1
1018,24,triangle,0,random,subset,heterogeneous,0.0,2
1019,24,triangle,0,random,subset,heterogeneous,0.0,3
1020,24,triangle,0,random,subset,heterogeneous,2.0,0
1021,24,triangle,0,random,subset,heterogeneous,2.0,1
1022,24,triangle,0,random,subset,heterogeneous,2.0,2
1023,24,triangle,0,random,subset,heterogeneous,2.0,3
1024,24,triangle,8,equal,all,unit,0.0,0
1025,24,triangle,8,equal,all,unit,0.0,1
1026,24,triangle,8,equal,all,unit,0.0,2
1027,24,triangle,8,equal,all,unit,0.0,3
1028,24,triangle,8,equal,all,unit,2.0,0
1029,24,triangle,8,equal,all,unit,2.0,1
1030,24,triangle,8,equal,all,unit,2.0,2
1031,24,triangle,8,equal,all,unit,2.0,3
1032,24,triangle,8,equal,all,heterogeneous,0.0,0
1033,24,triangle,8,equal,all,heterogeneous,0.0,1
1034,24,triangle,8,equal,all,heterogeneous,0.0,2
1035,24,triangle,8,equal,all,heterogeneous,0.0,3
1036,24,triangle,8,equal,all,heterogeneous,2.0,0
1037,24,triangle,8,equal,all,heterogeneous,2.0,1
1038,24,triangle,8,equal,all,heterogeneous,2.0,2
1039,24,triangle,8,equal,all,heterogeneous,2.0,3
1040,24,triangle,8,equal,subset,unit,0.0,0
1041,24,triangle,8,equal,subset,unit,0.0,1
1042,24,triangle,8,equal,subset,unit,0.0,2
1043,24,triangle,8,equal,subset,unit,0.0,3
1044,24,triangle,8,equal,subset,unit,2.0,0
1045,24,triangle,8,equal,subset,unit,2.0,1
1046,24,triangle,8,equal,subset,unit,2.0,2
1047,24,triangle,8,equal,subset,unit,2.0,3
1048,24,triangle,8,equal,subset,heterogeneous,0.0,0
1049,24,triangle,8,equal,subset,heterogeneous,0.0,1
1050,24,triangle,8,equal,subset,heterogeneous,0.0,2
1051,24,triangle,8,equal,subset,heterogeneous,0.0,3
1052,24,triangle,8,equal,subset,heterogeneous,2.0,0
1053,24,triangle,8,equal,subset,heterogeneous,2.0,1
1054,24,triangle,8,equal,subset,heterogeneous,2.0,2
1055,24,triangle,8,equal,subset,heterogeneous,2.0,3
1056,24,triangle,8,random,all,unit,0.0,0
1057,24,triangle,8,random,all,unit,0.0,1
1058,24,triangle,8,random,all,unit,0.0,2
1059,24,triangle,8,random,all,unit,0.0,3
1060,24,triangle,8,random,all,unit,2.0,0
1061,24,triangle,8,random,all,unit,2.0,1
1062,24,triangle,8,random,all,unit,2.0,2
1063,24,triangle,8,random,all,unit,2.0,3
1064,24,triangle,8,random,all,heterogeneous,0.0,0
1065,24,triangle,8,random,all,heterogeneous,0.0,1
1066,24,triangle,8,random,all,heterogeneous,0.0,2
1067,24,triangle,8,random,all,heterogeneous,0.0,3
1068,24,triangle,8,random,all,heterogeneous,2.0,0
1069,24,triangle,8,random,all,heterogeneous,2.0,1
1070,24,triangle,8,random,all,heterogeneous,2.0,2
1071,24,triangle,8,random,all,heterogeneous,2.0,3
1072,24,triangle,8,random,subset,unit,0.0,0
1073,24,triangle,8,random,subset,unit,0.0,1
1074,24,triangle,8,random,subset,unit,0.0,2
1075,24,triangle,8,random,subset,unit,0.0,3
1076,24,triangle,8,random,subset,unit,2.0,0
1077,24,triangle,8,random,subset,unit,2.0,1
1078,24,triangle,8,random,subset,unit,2.0,2
1079,24,triangle,8,random,subset,unit,2.0,3
1080,24,triangle,8,random,subset,heterogeneous,0.0,0
1081,24,triangle,8,random,subset,heterogeneous,0.0,1
1082,24,triangle,8,random,subset,heterogeneous,0.0,2
1083,24,triangle,8,random,subset,heterogeneous,0.0,3
1084,24,triangle,8,random,subset,heterogeneous,2.0,0
1085,24,triangle,8,random,subset,heterogeneous,2.0,1
1086,24,triangle,8,random,subset,heterogeneous,2.0,2
1087,24,triangle,8,random,subset,heterogeneous,2.0,3
1088,24,triangle,24,equal,all,unit,0.0,0
1089,24,triangle,24,equal,all,unit,0.0,1
1090,24,triangle,24,equal,all,unit,0.0,2
1091,24,triangle,24,equal,all,unit,0.0,3
1092,24,triangle,24,equal,all,unit,2.0,0
1093,24,triangle,24,equal,all,unit,2.0,1
1094,24,triangle,24,equal,all,unit,2.0,2
1095,24,triangle,24,equal,all,unit,2.0,3
1096,24,triangle,24,equal,all,heterogeneous,0.0,0
1097,24,triangle,24,equal,all,heterogeneous,0.0,1
1098,24,triangle,24,equal,all,heterogeneous,0.0,2
1099,24,triangle,24,equal,all,heterogeneous,0.0,3
1100,24,triangle,24,equal,all,heterogeneous,2.0,0
1101,24,triangle,24,equal,all,heterogeneous,2.0,1
1102,24,triangle,24,equal,all,heterogeneous,2.0,2
1103,24,triangle,24,equal,all,heterogeneous,2.0,3
1104,24,triangle,24,equal,subset,unit,0.0,0
1105,24,triangle,24,equal,subset,unit,0.0,1
1106,24,triangle,24,equal,subset,unit,0.0,2
